Rank,Freq,Infinitiv,Präsens_ich,Präsens_ich*,Präsens_du,Präsens_du*,"Präsens_er, sie, es",Präteritum_ich,Präteritum_ich*,Partizip II,Partizip II*,Konjunktiv II_ich,Konjunktiv II_ich*,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*,English,Spanish,French
500,3438,rühren,rühre,,rührst,,rührt,rührte,,gerührt,,rührte,,rühre,rühr,,rührt,,haben,,stir,remover,remuer
499,3448,trotzen,trotze,,trotzt,,trotzt,trotzte,,getrotzt,,trotzte,,trotze,,,trotzt,,haben,,defy,desafiar,défier
498,3450,überlassen,überlasse,,überlässt,,überlässt,überließ,,überlassen,,überließe,,überlasse,,,überlasst,,haben,,left,izquierda,gauche
497,3456,durchmachen,mache durch,,machst durch,,macht durch,machte durch,,durchgemacht,,machte durch,,mach durch,mache durch,,macht durch,,haben,,go through,pasar a través,passer par
496,3461,benötigen,benötige,,benötigst,,benötigt,benötigte,,benötigt,,benötigte,,benötige,benötig,,benötigt,,haben,,need,necesidad,besoin
495,3465,begraben,begrabe,,begräbst,,begräbt,begrub,,begraben,,begrübe,,begrab,begrabe,,begrabt,,haben,,buried,enterrado,enterré
494,3467,leihen,leihe,,leihst,,leiht,lieh,,geliehen,,liehe,,leih,leihe,,leiht,,haben,,lend,prestar,prêter
493,3472,telefonieren,telefoniere,,telefonierst,,telefoniert,telefonierte,,telefoniert,,telefonierte,,telefoniere,telefonier,,telefoniert,,haben,,make a phone call,hacer una llamada telefónica,passer un appel téléphonique
492,3485,empfinden,empfinde,,empfindest,,empfindet,empfand,,empfunden,,empfände,,empfinde,,,empfindet,,haben,,feel,sentir,sentir
490,3487,ausmachen,mache aus,,machst aus,,macht aus,machte aus,,ausgemacht,,machte aus,,mach aus,,,macht aus,,haben,,turn off,apagar,éteindre
491,3487,zusehen,sehe zu,,siehst zu,,sieht zu,sah zu,,zugesehen,,sähe zu,,sieh zu,,,seht zu,sehet zu,haben,,watch,mirar,montre
489,3502,üben,übe,,übst,,übt,übte,,geübt,,übte,,üb,übe,,übt,,haben,,practice,práctica,pratique
488,3506,verloben,verlobe,,verlobst,,verlobt,verlobte,,verlobt,,verlobte,,verlobe,,,verlobt,,haben,,get engaged,comprometerse,fiancer pour le mariage
487,3517,berichten,berichte,,berichtest,,berichtet,berichtete,,berichtet,,berichtete,,berichte,,,berichtet,,haben,,report,informe,rapport
486,3522,hassen,hasse,,hasst,,hasst,hasste,,gehasst,,hasste,,hasse,hass,,hasst,,haben,,hate,odiar,détester
485,3523,anschauen,schaue an,,schaust an,,schaut an,schaute an,,angeschaut,,schaute an,,schau an,,,schaut an,,haben,,look at,mira a,regarder
484,3555,bestrafen,bestrafe,,bestrafst,,bestraft,bestrafte,,bestraft,,bestrafte,,bestrafe,bestraf,,bestraft,,haben,,punish,castigar,punir
483,3564,identifizieren,identifiziere,,identifizierst,,identifiziert,identifizierte,,identifiziert,,identifizierte,,identifiziere,identifizier,,identifiziert,,haben,,identify,identificar,identifier
482,3581,verschwenden,verschwende,,verschwendest,,verschwendet,verschwendete,,verschwendet,,verschwendete,,verschwende,,,verschwendet,,haben,,waste,desperdiciar,déchets
481,3615,stoßen,stoße,,stößt,,stößt,stieß,,gestoßen,,stieße,,stoße,,,stoßt,,haben,sein,bump,bulto,bosse
480,3621,übergeben,übergebe,,übergibst,,übergibt,übergab,,übergeben,,übergäbe,,übergib,,,übergebt,,haben,,hand over,Entregar,remettre
479,3626,pressen,presse,,presst,,presst,presste,,gepresst,,presste,,press,presse,,presst,,haben,,press,prensa,presse
478,3630,einsperren,sperre ein,,sperrst ein,,sperrt ein,sperrte ein,,eingesperrt,,sperrte ein,,sperr ein,sperre ein,,sperrt ein,,haben,,lock up,encerrar,enfermer
477,3633,stürzen,stürze,,stürzt,,stürzt,stürzte,,gestürzt,,stürzte,,stürze,stürz,,stürzt,,sein,haben,fall,caer,automne
476,3637,zugeben,gebe zu,,gibst zu,,gibt zu,gab zu,,zugegeben,,gäbe zu,,gib zu,,,gebt zu,gebet zu,haben,,admit,admitir,admettre
475,3638,bewahren,bewahre,,bewahrst,,bewahrt,bewahrte,,bewahrt,,bewahrte,,bewahre,bewahr,,bewahrt,,haben,,preserve,preservar,préserver
474,3650,schämen,schäme,,schämst,,schämt,schämte,,geschämt,,schämte,,schäm,,,schämt,,haben,,ashamed,avergonzado,honteux
473,3673,entlassen,entlasse,,entlässt,,entlässt,entließ,,entlassen,,entließe,,entlasse,entlass,,entlasst,,haben,,dismissed,despedido,rejeté
472,3692,proben,probe,,probst,,probt,probte,,geprobt,,probte,,probe,prob,,probt,,haben,,rehearse,ensayar,répéter
471,3695,betrügen,betrüge,,betrügst,,betrügt,betrog,,betrogen,,betröge,,betrüge,betrüg,,betrügt,,haben,,deceive,engañar,tromper
470,3717,genügen,genüge,,genügst,,genügt,genügte,,genügt,,genügte,,genüge,genüg,,genügt,,haben,,suffice,satisfacer,suffire
469,3740,brauen,braue,,braust,,braut,braute,,gebraut,,braute,,braue,brau,,braut,,haben,,brew,elaborar cerveza,brasser
468,3741,befehlen,befehle,,befiehlst,,befiehlt,befahl,,befohlen,,befähle,beföhle,befiehl,,,befehlt,,haben,,command,dominio,commande
467,3742,stammen,stamme,,stammst,,stammt,stammte,,gestammt,,stammte,,stamme,stamm,,stammt,,haben,,originate,originar,provenir
466,3743,vergehen,vergehe,,vergehst,,vergeht,verging,,vergangen,,verginge,,vergehe,,,vergeht,,haben,sein,pass away,pasar,passer
465,3776,wecken,wecke,,weckst,,weckt,weckte,,geweckt,,weckte,,wecke,,,weckt,,haben,,wake up,despertar,réveillez-vous
464,3779,albern,albere,,alberst,,albert,alberte,,gealbert,,alberte,,albere,alber,,albert,,haben,,silly,tonto,idiot
463,3783,garen,gare,,garst,,gart,garte,,gegart,,garte,,gare,,,gart,,haben,,ferment,fermentar,fermenter
462,3786,verursachen,verursache,,verursachst,,verursacht,verursachte,,verursacht,,verursachte,,verursach,verursache,,verursacht,,haben,,cause,causa,cause
461,3790,ausziehen,ziehe aus,,ziehst aus,,zieht aus,zog aus,,ausgezogen,,zöge aus,,zieh aus,ziehe aus,,zieht aus,,sein,haben,get undressed,desvestirse,se déshabiller
460,3793,absehen,sehe ab,,siehst ab,,sieht ab,sah ab,,abgesehen,,sähe ab,,sieh ab,siehe ab,,seht ab,,haben,,refrain,abstenerse,s'abstenir
459,3797,hauen,haue,,haust,,haut,haute,hieb,gehauen,gehaut,haute,hiebe,hau,haue,,haut,,haben,,hit,golpear,frapper
458,3836,verurteilen,verurteile,,verurteilst,,verurteilt,verurteilte,,verurteilt,,verurteilte,,verurteil,verurteile,,verurteilt,,haben,,condemn,condenar,condamner
457,3848,versagen,versage,,versagst,,versagt,versagte,,versagt,,versagte,,versage,versag,,versagt,,haben,,fail,fallar,échouer
456,3855,erfinden,erfinde,,erfindest,,erfindet,erfand,,erfunden,,erfände,,erfinde,,,erfindet,,haben,,invent,inventar,inventer
455,3910,senden,sende,,sendest,,sendet,sendete,sandte,gesendet,gesandt,sendete,,sende,send,,sendet,,haben,,send,enviar,envoyer
454,3921,einstellen,stelle ein,,stellst ein,,stellt ein,stellte ein,,eingestellt,,stellte ein,,stelle ein,,,stellt ein,,haben,,set,colocar,ensemble
453,3934,tauchen,tauche,,tauchst,,taucht,tauchte,,getaucht,,tauchte,,tauche,tauch,,taucht,,sein,haben,dive,bucear,plonger
452,3936,runden,runde,,rundest,,rundet,rundete,,gerundet,,rundete,,runde,,,rundet,,haben,,round,redondo,rond
451,3945,raten,rate,,rätst,,rät,riet,,geraten,,riete,,rate,rat,,ratet,,haben,,guess,adivinar,deviner
450,3951,verwirren,verwirre,,verwirrst,,verwirrt,verwirrte,,verwirrt,,verwirrte,,verwirre,verwirr,,verwirrt,,haben,,confuse,confundir,embrouiller
449,3966,anklagen,klage an,,klagst an,,klagt an,klagte an,,angeklagt,,klagte an,,klage an,,,klagt an,,haben,,accuse,acusar,accuser
448,3999,besiegen,besiege,,besiegst,,besiegt,besiegte,,besiegt,,besiegte,,besieg,besiege,,besiegt,,haben,,defeat,fracaso,défaite
446,4004,heben,hebe,,hebst,,hebt,hob,,gehoben,,höbe,hübe,hebe,,,hebt,,haben,,lift,elevar,ascenseur
447,4004,weitermachen,mache weiter,,machst weiter,,macht weiter,machte weiter,,weitergemacht,,machte weiter,,mach weiter,mache weiter,,macht weiter,,haben,,carry on,continuar,continuer
445,4016,gewöhnen,gewöhne,,gewöhnst,,gewöhnt,gewöhnte,,gewöhnt,,gewöhnte,,gewöhn,gewöhne,,gewöhnt,,haben,,get used to,acostumbrarse a,s'habituer à
444,4020,fressen,fresse,,frisst,,frisst,fraß,,gefressen,,fräße,,friss,,,fresst,,haben,,eat,comer,manger
443,4033,entspannen,entspanne,,entspannst,,entspannt,entspannte,,entspannt,,entspannte,,entspann,entspanne,,entspannt,,haben,,relax,relajarse,se détendre
442,4061,wenden,wende,,wendest,,wendet,wandte,wendete,gewandt,gewendet,wendete,,wende,,,wendet,,haben,,turn around,Giro de vuelta,faire demi-tour
440,4085,klären,kläre,,klärst,,klärt,klärte,,geklärt,,klärte,,klär,kläre,,klärt,,haben,,clear up,aclarar,clarifier
441,4085,reagieren,reagiere,,reagierst,,reagiert,reagierte,,reagiert,,reagierte,,reagiere,reagier,,reagiert,,haben,,react,reaccionar,réagir
439,4114,festhalten,halte fest,,hältst fest,,hält fest,hielt fest,,festgehalten,,hielte fest,,halte fest,halt fest,,haltet fest,,haben,,hold onto,aferrarse a,s'accrocher
438,4130,küssen,küsse,,küsst,,küsst,küsste,,geküsst,,küsste,,küss,küsse,,küsst,,haben,,kiss,beso,baiser
436,4145,heilen,heile,,heilst,,heilt,heilte,,geheilt,,heilte,,heile,,,heilt,,haben,,heal,sanar,guérir
437,4145,verteidigen,verteidige,,verteidigst,,verteidigt,verteidigte,,verteidigt,,verteidigte,,verteidige,,,verteidigt,,haben,,defend,defender,défendre
435,4174,lauten,laute,,lautest,,lautet,lautete,,gelautet,,lautete,,laute,,,lautet,,haben,,ring,anillo,anneau
434,4178,aufmachen,mache auf,,machst auf,,macht auf,machte auf,,aufgemacht,,machte auf,,mach auf,,,macht auf,,haben,,open up,abrir,ouvrir
433,4190,begehen,begehe,,begehst,,begeht,beging,,begangen,,beginge,,begeh,,,begeht,,haben,,commit,comprometerse,commettre
432,4214,mitkommen,komme mit,,kommst mit,,kommt mit,kam mit,,mitgekommen,,käme mit,,komme mit,,,kommt mit,,sein,,come along,venir también,viens
431,4215,pfeifen,pfeife,,pfeifst,,pfeift,pfiff,,gepfiffen,,pfiffe,,pfeif,pfeife,,pfeift,pfeifet,haben,,whistle,silbar,siffler
430,4222,achten,achte,,achtest,,achtet,achtete,,geachtet,,achtete,,achte,,,achtet,,haben,,regard,respecto,égard
429,4223,konzentrieren,konzentriere,,konzentrierst,,konzentriert,konzentrierte,,konzentriert,,konzentrierte,,konzentriere,konzentrier,,konzentriert,,haben,,focus,enfocar,se concentrer
428,4233,sammeln,sammle,sammele,sammelst,,sammelt,sammelte,,gesammelt,,sammelte,,sammle,,,sammelt,,haben,,collect,recolectar,collecter
427,4234,zustehen,stehe zu,,stehst zu,,steht zu,stand zu,,zugestanden,,stünde zu,stände zu,stehe zu,steh zu,,steht zu,,haben,sein,to be entitled,tener derecho,avoir droit
426,4240,vermuten,vermute,,vermutest,,vermutet,vermutete,,vermutet,,vermutete,,vermut,vermute,,vermutet,,haben,,assume,asumir,supposer
425,4265,abschließen,schließe ab,,schließt ab,,schließt ab,schloss ab,,abgeschlossen,,schlösse ab,,schließ ab,,,schließt ab,,haben,,complete,completo,complet
424,4268,gelingen,gelinge,,gelingst,,gelingt,gelang,,gelungen,,gelänge,,gelinge,geling,,gelingt,,sein,,succeed,tener éxito,réussir
423,4285,zulassen,lasse zu,,lässt zu,,lässt zu,ließ zu,,zugelassen,,ließe zu,,lasse zu,,,lasst zu,,haben,,allow,permitir,permettre
422,4286,kehren,kehre,,kehrst,,kehrt,kehrte,,gekehrt,,kehrte,,kehre,,,kehrt,,haben,,sweep,barrer,balayer
421,4290,begegnen,begegne,,begegnest,,begegnet,begegnete,,begegnet,,begegnete,,begegne,,,begegnet,,sein,,encounter,encontrar,rencontre
420,4293,informieren,informiere,,informierst,,informiert,informierte,,informiert,,informierte,,informiere,informier,,informiert,,haben,,inform,informar,informer
419,4336,verarschen,verarsche,,verarschst,,verarscht,verarschte,,verarscht,,verarschte,,verarsch,verarsche,,verarscht,,haben,,kidding,bromear,blague
418,4341,verhindern,verhindere,,verhinderst,,verhindert,verhinderte,,verhindert,,verhinderte,,verhindere,,,verhindert,,haben,,impede,impedir,entraver
417,4352,betreffen,betreffe,,betriffst,,betrifft,betraf,,betroffen,,beträfe,,betreffe,,,betrefft,,haben,,regarding,acerca de,concernant
416,4357,reißen,reiße,,reißt,,reißt,riss,,gerissen,,risse,,reiße,reiß,,reißt,,haben,,tear,lágrima,larme
415,4364,angehen,gehe an,,gehst an,,geht an,ging an,,angegangen,,ginge an,,geh an,gehe an,,geht an,,sein,,tackle,abordar,tacle
414,4394,schweigen,schweige,,schweigst,,schweigt,schwieg,,geschwiegen,,schwiege,,schweige,schweig,,schweigt,schweiget,haben,,be silent,estar en silencio,se taire
413,4408,schwimmen,schwimme,,schwimmst,,schwimmt,schwamm,,geschwommen,,schwömme,schwämme,schwimm,,,schwimmt,,sein,,to swim,nadar,nager
412,4418,fassen,fasse,,fasst,,fasst,fasste,,gefasst,,fasste,,fass,fasse,,fasst,,haben,,grasp,comprender,saisir
411,4453,regen,rege,,regst,,regt,regte,,geregt,,regte,,rege,reg,,regt,,haben,,rain,lluvia,pluie
410,4466,verwandeln,verwandle,verwandele,verwandelst,,verwandelt,verwandelte,,verwandelt,,verwandelte,,verwandle,verwandele,,verwandelt,,haben,,transform,transformar,transformer
409,4489,waschen,wasche,,wäschst,wäscht,wäscht,wusch,,gewaschen,,wüsche,,wasche,wasch,,wascht,,haben,,wash,lavar,laver
408,4492,spinnen,spinne,,spinnst,,spinnt,spann,,gesponnen,,spönne,spänne,spinn,,,spinnt,,haben,,spin,girar,rotation
407,4509,zeugen,zeuge,,zeugst,,zeugt,zeugte,,gezeugt,,zeugte,,zeuge,zeug,,zeugt,,haben,,witness,testigo,témoin
406,4520,studieren,studiere,,studierst,,studiert,studierte,,studiert,,studierte,,studier,studiere,,studiert,,haben,,study,estudiar,étude
405,4533,anhalten,halte an,,hältst an,,hält an,hielt an,,angehalten,,hielte an,,halt an,halte an,,haltet an,,haben,,stop,detener,arrêt
404,4561,wechseln,wechsle,wechsele,wechselst,,wechselt,wechselte,,gewechselt,,wechselte,,wechsele,wechsle,,wechselt,,haben,sein,change,cambiar,changement
403,4573,unterstützen,unterstütze,,unterstützt,,unterstützt,unterstützte,,unterstützt,,unterstützte,,unterstütze,unterstütz,,unterstützt,,haben,,support,apoyo,soutien
402,4583,besprechen,bespreche,,besprichst,,bespricht,besprach,,besprochen,,bespräche,,besprich,,,besprecht,,haben,,discuss,conversar,discuter
401,4591,anstellen,stelle an,,stellst an,,stellt an,stellte an,,angestellt,,stellte an,,stell an,stelle an,,stellt an,,haben,,hire,contratar,embaucher
400,4595,beantworten,beantworte,,beantwortest,,beantwortet,beantwortete,,beantwortet,,beantwortete,,beantworte,,,beantwortet,,haben,,answer,respuesta,répondre
399,4599,offenbaren,offenbare,,offenbarst,,offenbart,offenbarte,,offenbart,geoffenbart,offenbarte,,offenbare,,,offenbart,,haben,,reveal,revelar,révéler
398,4622,liefern,liefere,,lieferst,,liefert,lieferte,,geliefert,,lieferte,,liefere,,,liefert,,haben,,delivery,entrega,livraison
397,4631,verdächtigen,verdächtige,,verdächtigst,,verdächtigt,verdächtigte,,verdächtigt,,verdächtigte,,verdächtige,,,verdächtigt,,haben,,suspect,sospechar,suspect
395,4658,leeren,leere,,leerst,,leert,leerte,,geleert,,leerte,,leere,leer,,leert,,haben,,empty,vacío,vide
396,4658,knien,knie,,kniest,,kniet,kniete,,gekniet,,kniete,,knie,,,kniet,,haben,,kneel,arrodillarse,s'agenouiller
394,4665,übersetzen,übersetze,,übersetzt,,übersetzt,übersetzte,,übersetzt,,übersetzte,,übersetz,übersetze,,übersetzt,,haben,,translate,traducir,traduire
393,4666,riskieren,riskiere,,riskierst,,riskiert,riskierte,,riskiert,,riskierte,,riskiere,riskier,,riskiert,,haben,,risk,riesgo,risque
392,4672,reiten,reite,,reitest,,reitet,ritt,,geritten,,ritte,,reit,reite,,reitet,,sein,haben,ride,conducir,monter
391,4677,beibringen,bringe bei,,bringst bei,,bringt bei,brachte bei,,beigebracht,,brächte bei,,bring bei,bringe bei,,bringt bei,,haben,,teach,enseñar,enseigner
390,4725,vernichten,vernichte,,vernichtest,,vernichtet,vernichtete,,vernichtet,,vernichtete,,vernichte,,,vernichtet,,haben,,destroy,destruir,détruire
389,4774,umgehen,umgehe,,umgehest,,umgehet,umging,,umgangen,,umginge,,umgehe,,,umgehet,,haben,,evade,evadir,éluder
388,4785,stoppen,stoppe,,stoppst,,stoppt,stoppte,,gestoppt,,stoppte,,stopp,stoppe,,stoppt,,haben,,stop,detener,arrêt
387,4798,ruinieren,ruiniere,,ruinierst,,ruiniert,ruinierte,,ruiniert,,ruinierte,,ruinier,ruiniere,,ruiniert,,haben,,ruin,ruina,ruine
386,4800,winden,winde,,windest,,windet,wand,,gewunden,,wände,,winde,,,windet,,haben,,wind,viento,vent
385,4867,probieren,probiere,,probierst,,probiert,probierte,,probiert,,probierte,,probiere,probier,,probiert,,haben,,try out,probar,essayer
384,4904,reparieren,repariere,,reparierst,,repariert,reparierte,,repariert,,reparierte,,repariere,reparier,,repariert,,haben,,repair,reparar,réparation
383,4921,berühren,berühre,,berührst,,berührt,berührte,,berührt,,berührte,,berühr,berühre,,berührt,,haben,,touch,tocar,touche
382,4943,wachen,wache,,wachst,,wacht,wachte,,gewacht,,wachte,,wache,wach,,wacht,,haben,,guard,guardia,garde
381,4976,greifen,greife,,greifst,,greift,griff,,gegriffen,,griffe,,greife,greif,,greift,,haben,,grab,agarrar,saisir
380,4977,leiten,leite,,leitest,,leitet,leitete,,geleitet,,leitete,,leite,,,leitet,,haben,,lead,dirigir,plomb
379,5021,unterhalten,unterhalte,,unterhältst,,unterhält,unterhielt,,unterhalten,,unterhielte,,unterhalte,,,unterhaltet,,haben,,entertain,entretener,divertir
378,5035,stechen,steche,,stichst,,sticht,stach,,gestochen,,stäche,,stich,,,stecht,,haben,,sting,picadura,piquer
377,5039,erschrecken,erschrecke,,erschreckst,,erschreckt,erschreckte,,erschreckt,,erschreckte,,erschrecke,erschreck,,erschreckt,,haben,,scare,susto,effrayer
376,5070,enttäuschen,enttäusche,,enttäuschst,,enttäuscht,enttäuschte,,enttäuscht,,enttäuschte,,enttäusche,,,enttäuscht,,haben,,disappoint,decepcionar,décevoir
375,5075,beeindrucken,beeindrucke,,beeindruckst,,beeindruckt,beeindruckte,,beeindruckt,,beeindruckte,,beeindrucke,,,beeindruckt,,haben,,impress,impresionar,impressionner
374,5098,zuhören,höre zu,,hörst zu,,hört zu,hörte zu,,zugehört,,hörte zu,,höre zu,,,hört zu,,haben,,listen,escuchar,écouter
373,5100,entwickeln,entwickle,,entwickelst,,entwickelt,entwickelte,,entwickelt,,entwickelte,,entwickle,,,entwickelt,,haben,,develop,desarrollar,développer
372,5107,erfüllen,erfülle,,erfüllst,,erfüllt,erfüllte,,erfüllt,,erfüllte,,erfülle,erfüll,,erfüllt,,haben,,fulfill,realizar,remplir
371,5130,streiten,streite,,streitest,,streitet,stritt,,gestritten,,stritte,,streite,,,streitet,,haben,,argue,argumentar,argumenter
369,5140,fernsehen,sehe fern,,siehst fern,,sieht fern,sah fern,,ferngesehen,,sähe fern,,sieh fern,,,seht fern,,haben,,TV,TELEVISOR,TV
370,5140,entführen,entführe,,entführst,,entführt,entführte,,entführt,,entführte,,entführe,,,entführt,,haben,,kidnap,secuestrar,kidnapper
368,5188,starten,starte,,startest,,startet,startete,,gestartet,,startete,,starte,,,startet,,haben,,start,comenzar,commencer
367,5225,verbieten,verbiete,,verbietest,,verbietet,verbot,,verboten,,verböte,,verbiet,verbiete,,verbietet,,haben,,forbid,prohibir,interdire
366,5227,abendessen,—,,—,,—,—,,abendgegessen,,—,,—,,,—,,haben,,dinner,cena,dîner
365,5229,schmerzen,schmerze,,schmerzt,,schmerzt,schmerzte,,geschmerzt,,schmerzte,,schmerz,schmerze,,schmerzt,,haben,,pains,esfuerzos,peine
364,5247,existieren,existiere,,existierst,,existiert,existierte,,existiert,,existierte,,existiere,existier,,existiert,,haben,,exist,existir,exister
363,5275,kapieren,kapiere,,kapierst,,kapiert,kapierte,,kapiert,,kapierte,,kapiere,kapier,,kapiert,,haben,,get it,Consíguelo,l'obtenir
362,5286,hinterlassen,hinterlasse,,hinterlässt,,hinterlässt,hinterließ,,hinterlassen,,hinterließe,,hinterlass,hinterlasse,,hinterlasst,,haben,,leave behind,dejar atrás,laisser derrière
361,5293,verbrennen,verbrenne,,verbrennst,,verbrennt,verbrannte,,verbrannt,,verbrennte,,verbrenn,,verbrenne,verbrennt,,sein,haben,burn,quemar,brûler
360,5328,aufpassen,passe auf,,passt auf,,passt auf,passte auf,,aufgepasst,,passte auf,,pass auf,,,passt auf,,haben,,watch out,Cuidado,attention
359,5349,richten,richte,,richtest,,richtet,richtete,,gerichtet,,richtete,,richte,,,richtet,,haben,,direct,directo,direct
358,5354,untersuchen,untersuche,,untersuchst,,untersucht,untersuchte,,untersucht,,untersuchte,,untersuche,,,untersucht,,haben,,investigate,investigar,enquêter
357,5379,begleiten,begleite,,begleitest,,begleitet,begleitete,,begleitet,,begleitete,,begleite,,,begleitet,,haben,,accompany,acompañar,accompagner
356,5398,bestellen,bestelle,,bestellst,,bestellt,bestellte,,bestellt,,bestellte,,bestell,bestelle,,bestellt,,haben,,order,orden,commande
355,5406,klopfen,klopfe,,klopfst,,klopft,klopfte,,geklopft,,klopfte,,klopf,klopfe,,klopft,,haben,,knock,golpear,frappe
354,5416,kontrollieren,kontrolliere,,kontrollierst,,kontrolliert,kontrollierte,,kontrolliert,,kontrollierte,,kontrolliere,kontrollier,,kontrolliert,,haben,,control,control,contrôle
